text,label
"These lenses are very well made. They are quite clear and the magnification is true out to the very edges of the lens. They are genuinely spring hinged, not like some of the cheap ""spring hinge"" frames which aren't ""springy"" at all and will break if you apply any pressure. I actually stepped on these and didn't ruin them. My biggest complaint is that they are heavy. They hurt the bridge of my nose if I wear them for long periods of time. Other than that, I think they are very good.",human
Wish had come already assembled and with 14&#34; connections instead of 12&#34; connection because  it's a bitch to put together and it requires that you put it together after the hoses are feed through the counter. Almost sent it back because of how difficult it is to assemble. Had to turn the water down to prevent it from hitting the front of the sink. Now that it is in and the adjustments have been made is awesome. Love It,human
"Fantastic little boxes! Holds a week's worth of my pills, plus a lot of extras, even for someone like me that takes a lot of meds. Closes securely, no fears of spilling, and I can lift the entire inner lid off to easily refill them for the week.",human
stepping my conc. game up a few notches-I have had this a while and it still works as new-it has stayed firmly secured to the kettle-adjusting temps is easy and quick. Thank you Heatvac-your products and service after the sale is second to none.,human
This product was purchased by another company.  It has different ingredients from what is on the label of Traumeel Oral Drops.  Really disappointed...LOVED Traumeel Oral Drops which are no longer manufactured. :(,human
"This works great, as long as you don't try to reapply after sweating. If so, then it will streak, and you'll end up with streaky burns from the sun. See, this stuff is so hydrophobic that sweat or moisture actually beads up on your skin (think of a waxed car). This also means that it's very tough to get off in the shower, and it clogs the heck out of your pores. I ended up having to use astringent after showering to keep from looking like a teenager.",human
Perfect size. Perfect fit. LOVE!,human
"Having lived through so many devastating wildfires in the past several years along with weeks of breathing the smoke from the ""smoldering woods"", who would want air freshener that reminds them of these tragedies?  It's not the scent I'm concerned about; I haven't yet smelled it.  It's the description that is so disturbing. Somebody dropped the ball.",human
Durable and strong,human
works,human
"Speedy delivery, nice product... good quality, strongly woven straps",human
Feel so good,human
"Light worked for 20 seconds then died. Changed batteries, and nothing.",human
These made my KZ ZS6 a regrettable purchase into my favorite IEMs.,human
"Liked the character of the frames.  Need the lenses that filter the bright screens of computer so happy with that aspect.  Also helpful in reading in bright light, filtering the light, less likely to have headaches from the filtered light.",human
"Finding funny cards is difficult depending on who you send them to.  I bought these to send notes to my sister and cousin.  I love the non offensive animal humor.  It lightens up the mood and gets a chuckle out of them.  Perfect.  Great price, too.",human
the wife loves this product,human
"I love the curls texture, just a little a sticky residue but a little coconut oil can did that.",human
Scent doesn't last too long and it's pricey,human
"After a couple nights of getting used to the pressure on my chin, I slept better and my partner tells me there is no more snoring sounds. Further, I feel that this deals with my sleep apnea without wearing the mask and having the machine running all night. Thank you for this product that really works.",human
This kit are great value and quality are great as well.,human
My mom last month had to use this to keep her swallow properly and this product does not change the taste of her drinks as much as some of the others.  She preferred this,human
"Great for camping or your purse for any cleanups. I don't think it's worth the money though - they're not SO high quality that it's worth it. Individual packing and natural is why I liked them, but won't be repurchasing.",human
Great quality!,human
"This type of silicone sponge does not work very well in scrubbing action.  The silicone ""teeth"" tend to break off too easily when scrubbing stubborn items stuck to pots and pans.  It is ok for light duty dish washing but that would defeat the purpose of a scrubbing sponge in the sink.  Overall it is not very durable and is not recommended.",human
"I was hesitant about buying theses after reading reviews stating they did not stay on.  I put them on 3 pairs of cheap plastic readers over a month ago and they have not budged.  Trim them to fit before you remove the backing,",human
There's a small learning curve here but otherwise works as advertised,human
"Used this product with my coil cleaning solution and couldn’t be happier. The first one I received was not fitting together and still had solution residue and Amazon quickly replaced it and the new one worked flawlessly. Easy to set your dilution ratio, easy to use and the 100 percent money back from the company sold me in comparison to the other brands.",human
I put the gel on my feet and within 30 minutes my feet was burning so bad I immediately tried to take it off. It is definite NO-NO for me. I do not recommend this gel to anyone. It felt like acid on my feet and I am solely disappointed in this product.,human
"I was really impressed by the price and the quality of this cutlery. I would definitely recommend it. I used these forks, knives, and spoons for my wedding, and guests loved them! I wanted an eco-friendly option that was cheaper than renting silverware, and these were a perfect solution.",human
Works great highly recommend,human
A veces es difícil de limpiar y algunas partes se han salido.,human
Stops the bbs and looks cool I wish it was in black and white or black and red but this works,human
"This works great on my toothbrush, tight enough to not fall off too easily when traveling and also keeps it clean at ho from dust and other things in the air.",human
Works great as described in detailz. I had a small version and loved it so much i had to try to big boy.... yup just as i thought. ...i love it.,human
"This is very poor compared to the GAF product.  It is thinner, tears easily, the peel off backing shreds making it extremely difficult to lay down the underlayment while peeling, all while in an awkward spot on a roof.  The overall quality is very poor.",human
The sleeve is shitty. Couldnt even fit my cock through it. The suction is shitty for dicks but does wonders if you want fat fingers. Only fingerling potato dicks can benefit from this product. I watch Marcus and dont get fooled by camera tricks. Secondly the measure is off by an inch exactly. Its 9 inches not eight. Ive measured myself enough to know that. This shit can suction properly to give you girth cuz thats maily what it will do before you see any length. Penis Exercises have worked better so far. Jelq away review readers.,human
Super fun!,human
"Nice looking, great option for personal hand towels for guests during Covid.Your guests don’t have to share a common hand towel.They are nice looking napkin option as well. Good quality.",human
I was having bad neck problems from sleeping wrong and went through a few different pillows. This one is finally the one that works for me I love it and I'm so relieved.,human
"good bite, good price, good quality. Am happier than my nipples are thats for sure ;)",human
"I liked this hand lotion a lot. It has a 'waxy' feel to it, not greasy at all.  When you rub your hands with it, your hands don't slip at all. What I'm trying to say that while it is a hand cream to be rubbed in, it appears to absorb quickly and you're not left rolling your hands trying to get the lotion to disappear.It's so hard to describe smells. I liked the smell of this, it's lightly fruity. And a test I have with lotions is to rub it on at night and then see if the scent drifts over when I wake up. This lotion passed my sniff test, and I am very picky about perfumed products.",human
"Really like the clippers, strong enough for thicker nails.",human
"They are great when they work, but don't last long. One died after the first few uses. the second one had amazing battery life and I loved it. But after about the 3rd charge, it died faster than it had the first few times and wont take a charge anymore.",human
The very first time I used them the clipping lever came off and it continues to come off.  I would not recommend these clippers.,human
It’s soft and gently exfoliates dry skin!,human
Picture shows to be green with one chamber inside. I received a blue with a three chamber inside. Just not what I wanted.,human
"So cute, very fast shipping",human
This did not work as advertised. My glasses still fog just as before.,human
Thank you.,human
Very good,human
"12242019 UPDATE: After just 10 minutes of using this gamma brainwave entrainment device, my tinnitus (which I have had for years, but which has never been a bother) was amplified ten fold to the point where it is distressing and headache inducing and has already prevented me from sleeping a night.  The product comes with disclaimers warning against seizures for those who are prone (I am not), but there is no warning about tinnitus (ringing in the ears), and so I feel compelled to issue one here should anyone else be subject to this symptom.  I'm worried enough about it that I've already booked an appointment with a neurologist to get a brain map done in hopes of finding a countervailing frequency that can remedy this awful ringing in my head.  I noticed this effect almost immediately and should have heeded it; should this happen to you, do yourself a favor and discontinue use at once!On top of this, the charging cable has a short in it and the unit cannot be reliably charged, so I am returning it based on this alone.  If only that were my only issue!  Be forewarned.------------------------------Original Review:I suppose this does what it says it will do: it plays an audible tone (maybe 1khz?) pulsing at 40 cycles per second.  It looks like a tiny (one inch square) ipod player, replete with standard headphone jack, usb micro port, and a mini SD card.  For some reason, they include ear buds with the unit; I'd have preferred they saved the money on the buds (which are common enough) and spent a bit more on the quality of the unit.  I'm tempted to see if I can transfer whatever audio file is on the SD card to my phone.  Or just download a binaural brain app that will play the same cycles... but typically, a gamma wave of 40 hz is inaudible.  I'm assuming the 1khz tone cycled 40 times per second matches what was performed in the gamma wave entrainment studies.I plan to use this nightly along with the 40hz lights to see if it has any noticeable affect on my cognitive state.  Time will tell.",human
These are very substantial and hold the shoes on securely. I use them for dancing in heels.,human
Works great,human
This product is nasty and has a very sour taste. Just gross get Lit if you want good pre-work out,human
This Bandage is excellent to use for people with very sensitive skin. The bandages sent to me were not this exact bandage i ordered and I had to send back for a credit.,human
"This is a great concept, it just doesn't deliver like you'd hope. It's not completely useless though. The problem is that the removable tips just don't get hot enough. If it was one solid piece rather than removable silicone tips I think the heat would transfer a lot better. Also, the entire thing is plastic versus metal heating elements on standard heated curlers. The plastic doesn't transmit heat well and doesn't retain it AT ALL. You spend so much time on one eye that it shuts off and gets cold before you can start on the other so you have to start all over and let it heat up again and even that takes way longer than with standard curlers. It's a good thing it's rechargeable too because you might get 3 uses before it has to be charged again, or at least it's that way for me because it has to go through multiple heat ups with each use so maybe someone else would get more uses. If this thing had the heat retention and distribution of a metal heating coil it would be nearly perfect. Adding a battery and temp display would make it 100%. All that said, I have straight, long lashes so I need a tool that is really going to curl. If you already have mildly curled lashes, or at least ones that don't point down (like mine) you might have better luck. It would probably work better on shorter lashes too. I really, really like the design of this curler, I just wish it worked better for me.",human
Love product.took time for feet to get uesd to. But I love these insoles.,human
"In our small second place, which is a condo in the city, and in which the way the water is shared single meter, we have no way to put in a water softener. We have river sourced water in a 100-year-old distribution system, which is among the hardest type of water typical of city water systems. Our washing machine requires 2x  detergent. Calcium deposits kill our faucets, toilet mechanics, and water heaters prematurely. Glass doors of our showers get cloudy. And of course our  dishwasher, without max setting of rinse aid, and unless using specialized hardwater detergent leaves the dishes, and especially glasses and utensils with serious hard water spots.We have been using another quite expensive per pod specialized hardwater dishwasher detergent and it is ok. But this Finish ""Quantum"" works as well, or better, at a lower cost.Give it a try.",human
A little small and slightly misshaped but worked out fine,human
One size fits small legged women. Is what it should say haha. Looks comfy and warm. Fiancé didn't agree about the size of it though.,human
"Perfect size even has inside pocket to discreetly carry additional sanitary items fits in purse , backpack, good for all travel",human
Smells nice.,human
Losing a little weight now. Thank you very much. Easy to take and does not upset my stomach.,human
I wear petite size small and regular hangers do not fit my shirts. These curved seamless shirt hangers are excellent for my shirts and for sweaters of all sizes. They were worth the wait (shipping time was about 3 weeks). Unfortunately they do not come in white and are rather expensive (probably because they are shipped from Korea).,human
"Quality product but in hindsight an expensive storage solution.  There well-made and durable and in my opinion they’re ideal for transporting batteries i use them for keeping battery’s in my pocket etc in the smaller sizes 4 ,6 or even 8. however when it comes to long-term and larger volume storage  there are many less expensive options that are more practical",human
"Although the first arrived with a jammed on button, the replacement worked fine.  The price was considerably less than either almost or in fact identical wands.  As described, it came with an excellent case, safety glasses and a convenient plug in charger.  I would have given it five stars but  because of the first shipment being defective and not at this point knowing its longevity.  Also some of the documentation is wrong concerning the battery, if one should want to get a spare.  But certainly worth buying with the Amazon guarantee.",human
Didn’t have glucose testing,human
I am not happy with the product for two things: I ordered a medium size and I recived a XL instead and the first two days I sweat a little but on the third day after I washed and I wear it again I did not sweat anymore ... No good at all !!!,human
Love the colors,human
"This product contains not only omega 3, but also omega 6 that most other omega supplement does not offer. My son likes the taste even it smells fishy (of course) to adult but I never try it.",human
Crisp smell.  Not overbearing.  I love this product.,human
"Works great for tincture, it did mess up two batches of butter which was unfortunately a waster of product! But easy to use and durable, kind of difficult to clean to top part.",human
"Fabulous, just a great product. I have an eighty year old grandmother who recently hurt her back. My mother and I after much searching decided to give this a try. Perfect fit for both bowl and my grandmother. The handles are the perfect height and don't hinder the seat at all. Very sturdy and so far easy to clean.",human
"Everything seems great... I've never used anything like this before and when I have them in, it doesnt really feel like they're heavy enough? I'm not sure... like I have no problem keeping them in. I'm trying to figure out if I need heavier ones or maybe I'm doing it wrong lol... I dont know if that's possible but then again I dont know.",human
To curl my lashes,human
"This is the right one, but it still does not fit correctly at all",human
"I just took the best shower in 3 weeks.  My daughter mentioned getting a ""sleeve"" so I could protect my infected toe from getting wet.  Never heard of this product before shopping on Amazon.  I really want to thank the other reviewers for their feedback.  Getting ready to go on a 6-week trip to Europe and need to protect my infected toe; caught infection from snorkeling in HI and even after 2 12 weeks of antibiotics, it may take another month to fully recover.  This will make my life so much easier!  Bought 2 for my travels.",human
"Works great, sift enough bristles but cleans well.",human
"Easy to use, no hassle,  consistent  positive results.",human
"Simple, quality aluminum tube. Dimensions make me wonder what it would be best suited for, but when I figure that out it'll do the job well I'm sure",human
I bought this because it's my son's favorite paper to write on.I give it less than 5 stars because it's overpriced.,human
"Initial delivery was inoperative - but vendor replaced it quickly, and without hesitaion.  Fantastic product - otherwise!",human
Did not like the taste at all. Had to spit it out and throw away the rest.,human
"This dvd is really freaking awesome. One scene after the other it just keeps you mesmerized and fixated on the television. Very vividly beauitful and the music is wonderfully relaxing. I'd becareful watching this dvd though - it does relax you completely... so maybe you'd want to do it when you need a break from reality or just want to nod off while watching something on the tele. My friends love it, I love it.. definately 2 thumps up and a booty shake.",human
Items work well and charge lasts a long time. I cut me and my son's hair and was still at 75%.,human
"I bought this mat because I'm tall so I wanted a 72"" mat.  Plus I wanted something a bit thicker than the standard yoga mats at my gym.  Overall, I really like this mat.  The stickiness is good and I love the green color.  But the smell is horrible!  It smells like chemicals and I'm hoping this will disappear as I use it. But it makes me wonder what detrimental health effects will come as result - offsetting the benefits of yoga!",human
"This is very easy to use, very simple to use, bought for my father, he measured every day, I think the installation is very simple, the style is very good, THE price I think is also very cheap, the whole Hugh is still good, anyway, my father is still quite like it",human
This is a replacement cup . Works well with my flosser,human
Easy to install. No need to push out bubbles. Screen was very hard to touch in beginning but gradually became easy.,human
Great buy!,human
Ok,human
"This product was awkward. It did not fit my body. It also kept on turning off. I got it because of the good reviews, but I don't agree with those good reviews.",human
Has always worked well to protect my face without greasiness or whiteness.,human
Nice item. Works as described.  Nice quality. Smooth texture. Easy to use. Love that it is rechargeable. Have had mine for about a year now prior to making this review and it still works as if it were brand new so excellent quality with a nice lifespan thus far! Plus it's rechargeable so no wasting batteries!,human
Absolutely terrible. Tastes nothing like it did when I was a kid. They’ve changed the ingredients.,human
Love these little trinkets.  Great to tuck in your pocket.,human
Great product!,human
"Before my skincare routine, I use rose hydrosol as a face toner, and to hydrate my face. When it feels dry.",human
"So glad that I got these night vision glasses, makes such a difference, makes night into day. I got mine for medical reasons, because I couldn't drive at night, but now I can!",human
I can't wait till wear these after Halloween. Hoping it'll bring some cheer.,human
"I love them, very satisfied. However, Wal-Mart has 4 for $6 you do the math",human
Loved it. It was beautiful quality.,human
"Excellent as described, very soft.",human
"I purchased two of these as replacement stethoscope covers for my wife. On their first outing, the elastic came out, and the stitching started to separate. These are cheaply-made knock-offs of the covers she previously used, and not recommended.",human
i am 174 cm tall and i ordered large size . it fit perfect on mi nice and tie on my body the way that i wanted.. i love this shirt. i wear for my grappling  class .. i really like to see more seleccion of color..  anyway i recomend to buy this product for everybody....,human
We love the smell of this bath salt. It make our spa smell clean and fresh.,human
"Just the plastc valves, not actually masks!",human
yet to see results in body size but at least it has curbed my eating habit,human
"I purchased this brace to wear after a fracture to my forearm.Good points: The length is great. Exactly what I needed. Washable.Negatives: I bought the regular size. However, it is so small that it cut the circulation off in my arm. To give you an idea  of how small it is, I had my 9 year old try it on-couldn't wear it either.I hope the manufacturer reads these reviews and fixes the size problem. The large is not much bigger so I will not be reordering.",human
One of my favorite preworkouts without the jitters!,human
Sweet taste...,human
I like all of Backscratchers products  I do my own nailes and i am having trouble buying the  product.I just want 1 can of the Backscratchers Dryer,human
Used while traveling,human
It starts off good but then after 2 min it starts hurting alot. It doesnt feel like a massage. It feels like some one is pinchin ur next. It has a warm function doesnt work proparly. One thing i was impress the way it comes packed. Very good on that!!,human
"I was recommended to take this thing. The first 2 capsules caused me to throw up and caused diarrhea. I started feeling weak, felt chills then lost my sense of smell 2 days after. DO NOT TAKE THIS GARBAGE!",human
"I was diagnosed with neuropathy earlier this year and was told there was NO treatment for it, the symptoms would not improve, and the feeling would never return. One of my symptoms, which I hate more than anything, is the feeling that I have something thick and stiff strapped to my feet. If nothing else, I hoped for improvement for this alone, anything else would be an added benefit.I received these right before I left on vacation, tried them out for a couple of days, three treatments a day, but it was nowhere near enough time. When I returned, I started daily treatments, shooting for three times a day every day, however I have missed weekends a lot and had a few days where I did not get all my treatments in. I have felt the ""thick sensation"" for so long I can barely recall a time when I have not felt it. This morning, I took my dogs out and while walking down the stairs noticed my feet felt different (I do not think this was an overnight, flip the switch, they suddenly felt different, just the first time I noticed). The sensation of a what I guess you could call leather, or to me sometimes it feels like I have plywood in my feet, is changing.I still feel like something is there, but today, for the first time, I noticed it feels lighter, more flexible. Is it a huge difference? No, I would say subtle, but a definite improvement all the same. If this trend continues, I will be overjoyed, if this is best result - it is still enough difference to make my feet feel better and make the treatments worthwhile.I went into this believing I was stuck, and these might help. Are they a miracle? No. Are they helping? Yes. Would I recommend you try them? I would. Am I hopeful for more progress? Certainly am. I will grant, they are not cheap, but improvement in my experience usually comes at a price. If you try them, you must give them time and you have to be willing to commit to using them, but if you do I hope you feel what I have.",human
Very tasty and delicious,human
"Just what I was looking for, perfect size for powder makeup case, extremely soft",human
I use this to take to the dog park. Perfect size for my fanny pack. Made very well and sprays consistently.,human
Very cute pill box. Sturdy and easy to open. Perfect size for my daughter's purse.,human
Cute,human
Completely perfect and adorable!,human
Prior to taking this I would be tired every day at about 1:30 at work. I’m 59 years old and sometimes need something to get me through the day this works great,human
"I like the kit, but bbn I was hoping for a bigger more effective scale brush like the ones in the nail place.",human
If you like tart this product is for you. We add this to water to give it some flavor along with a splash of lemon. It gives it a great tart flavor. You could also add a sweetner to decrease tartness if desired.,human
Supposed lifetime warranty… NOPELiterally won’t even turn on no matter what,human
"These are alright, but definitely not good for hot food. I wanted the spoons for soup, but they melt in the bowl. They solidify pretty quickly afterward, but you're stuck eating with a warped utensil.",human
"Thank you, fast assemble time.",human
"I accept we need to wear masks in public. That's fine, I don't mind. I have some breathing issues (COPD) but I don't run around with fake notes from fake government sites trying to get away with not wearing a mask.These seemed like a good idea for five or ten minutes then someone took a closer look. Other styles of these inserts have clips or hooks molded into them so they can easily be attached to the disposable paper style of mask. These inserts lack any means to hold them in place. You're expected to stuff this under your mask and wish or hope it stays in place. It won't, it's going to slide around while your mask goes another way. If you're lucky it won't pop out and fall to the ground.Breathing while wearing a mask isn't fun. You can do it. Doctor's do it with much more restrictive masks for half a day or longer. but this insert. . . you're literally blocking off 50+% of the surface area inside the mask with plastic that blocks air flow. I sat quietly for five minutes trying this mask out, it became uncomfortably warm inside the mask. I started to sweat. When I tried to talk the insert slid about under my mask. I had to take this off. It was horrible. According to one of the product images in the listing This product will:Realive you from the Bellow Problerms• Mask Stick to Lipstick - Did not test, probably works.• Not Breathing Smoothly - This hindered smooth breathing.• Fogging of Glasses - If anything these worsen how badly glasses fog.• Sultry Wearing a Mask - This insulates and blocks airflow. Hot & stuffy.These were and are a terrible idea. I wouldn't recommend them to anyone. . . unless I really didn't like them.",human
"Holds coldhot packs on my leg while I walk around house, drive car after hiking, etc. Once in a while it will loosen up a little but its easy to tighten it again. Great product support. I bought the cold pack from the same company and when I left it in a hot pot too long and it got burned and leaked, the company replaced it.",human
I really like this Quarts Crystal. Glad I got it.,human
I thought this was 15 FOOT rolls - they are 15 inch.  So I ordered the wrong thing.  They are fine- its just I needed bigger and thought I was getting a great deal - instead - i paid what is probably an average amount - I don't know.  I need them to protect the ass (mine) that I have been kicking ever since they were delivered.,human
"I have received 18 very small shower organizers.  They were packed in 3 boxes each containing 6 shower organizers which, despite the ""large"" description, cannot hold anything more then one bar of soap (who still uses bars by the way) and two travel size shampooconditioner bottles.",human
A perfect reminder that hangs in my closet of a great night! I loved that they came with pins to adjust. We all kept them as a memory keepsake.,human
low quality Oral B product!,human
VERY GOOD QUALITY!!!,human
The sound it great and it is easy to use. It just wont cut my dogs hair.,human
The support is great. The product is of excellent quality and is just what I needed to straiten me up. I would recommend tis brace to anyone wanting help to straighten teir posture.,human
Well designed air purifier. Comes with an ion mode for extra purification. Cleans air pretty well. Good purchase!,human
Have you seen the research on our Microbiome? It is essentially our immune system and more! We are more bacteria than we are cells! This product is so innovative and it tastes great! I love adding it to smoothies or yogurt knowing I’m supporting my immune system and all the good bacteria in my body.. if I could give it 10 stars I would!!,human
Effective remedy for acne. Fast delivery from the seller.,human
"It's really minty, which I love. It's a little overwhelming flavor for a daily shake though. I usually buy multiple flavors at a time to switch out anyway. My first experience with trutein. I would definitely try other flavors after this one. It's delicious!",human
"the texture is a little off. dont go in expecting a cheese puff type texture. but that being said they are pretty tasty, and you cant beat the protein for the calories.",human
"i was amazed at how much tar these took out of my cigs , seeing what is going in my lungs convinced me to quit smoking",human
My husband loves this little thing. Does the job and he hasn't gotten bumps,human
Perfect for work,human
"This was useful when I had it. Gave me an effective way of straigtening my hair without burning my skin off!! Lol heheh... Anyway, now I just don’t have as much of a problem with my hair being curly so I don’t need this as much. But I keep it in case I need to straighten my hair for an event or occasion bcs I don’t want to go back to normal straighteners. So glad this exists!",human
"This item is a big disappointing joke, a piece of junk, I thought it would be longer and the ballsbeads would be bigger.  I like pleasure not a teas.",human
Works perfect! On many size cups!,human
I was pleasantly surprised by the quality and price of this insole. No reason not to try it.,human
I love these..there was different sizes and really pretty. and easy to put together.,human
Will work for certain shoes,human
"Even though the reviews were good I was skeptical that it would work. To my surprise it works very well with virtually no side effects. My only problem with this is that it contains DHEA. It has been well documented over the years that this can raise blood pressure. Also there have been many warnings from doctors not to take DHEA regularly. Nevertheless, for occasional use, I suppose it can not do any harm (hopefully). Anyway, to enjoy better sex just take 1 tablet with a glass of water about 45 minutes before sex and it will definitely increase pleasure and hardness of your erection. This is one of the few products of this type that I highly recommend. I'd give it a 5 star for sure if it didn't contain DHEA. If you go to the website WEBMD you can read more about DHEA.  [...]",human
"These are very nice, but they fit loosely and the only way to tighten them is to bend the metal piece that attaches the arms to the front of the glasses.  I think the optician can do this, but it may break the arms.  I dint know yet because I’m sort of afraid to have the optician try it.  Other than that, they are beautiful frames.  We’ll see if I can use them.  I hope so.",human
Perfect little pill box for my purse. The only issue is that sometimes the button gets pressed accidently.,human
Not bad at all. I would buy agin.,human
I bought this with my 3yo daughter in mind. Based on picture I expected brighter colors but they are darker than pictured. I do enjoy that you only have to scrap the fingernail to rice the Polish.,human
GREAT PRODUCT,human
Cute and works great! My daughter uses it also bc of the cute bear in the water. The mist is very fine so your face won’t be drenched each time you use it. Haven’t used it as a charger yet thu.,human
"Very poor communication with seller, waited for product in the mail never came, over several weeks.  Contacted seller and finally sent product.  Would not order from them again.  Pillows okay, they are stuffed will small light weight pellets, not the most comfortable after breast surgery.  I believe a softer material for fill in the pillows would be more comfortable.",human
Ideal for my needs,human
Jury still out. Getting used to.,human
"I never imagined that I'd ever be able to afford a bidet, but here we are.I'd like to thank God, who made this possible. I'd like to thank my mother, who raised me with enough class to desire the cleanest of bottoms only obtainable by a bidet. Do not knock it until you try it. 5 out of 5 stars and a guarantee that your bathroom break is 10x longermore satisfying.Keep my bidet's name out your *&^@*% mouth!",human
Mice and soft,human
So beautiful I love it,human
Works great I can already see a difference,human
